gene_id,HaplotypingProbability,ReadCount_1,TPM_1,ReadCount_2,TPM_2,gene_type,aCount,bCount,Pan_Total,MAGE_Total,log_Pan_Total,log_MAGE_Total
ENSG00000000003,0.1282051283564102,8.377303586,0.23725631532,10.6226964985,0.3008488111,protein_coding,0.0,0.0,19.0000000845,0.0,4.321928100982749,0.0
ENSG00000000419,0.7500000006,915.2033331,63.7907278,915.2033331,63.7907278,protein_coding,11.0,7.0,1830.4066662,18.0,10.838736463654788,4.247927513443585
ENSG00000000457,0.5000000008125,126.11149306,1.81791139082,108.04033731,1.7337266243000002,protein_coding,64.0,52.0,234.15183037,116.0,7.877448751634429,6.870364719583405
ENSG00000000460,0.2666666668633333,44.4383368,4.292155542,355.49803729999996,12.00892226,protein_coding,221.0,175.0,399.9363741,396.0,8.647229498640796,8.632995197142957
ENSG00000000938,0.7142857147714287,703.7342290458712,19.00708690113419,705.1403535000001,19.041854005,protein_coding,2.0,5.0,1408.8745825458714,7.0,10.461351115948052,3.0
ENSG00000001036,1.0,0.0,0.0,0.0,0.0,protein_coding,90.0,96.0,0.0,186.0,0.0,7.546894459887636
ENSG00000001084,0.2444444449111111,197.6182427371,3.61563611914,204.3696894543,3.60458069485,protein_coding,23.0,24.0,401.9879321914,47.0,8.654592826472632,5.584962500721156
ENSG00000001167,1.0,264.679533,5.4991755,408.203763,7.7069194,protein_coding,0.0,0.0,672.883296,0.0,9.396354954979586,0.0
ENSG00000001460,0.0372340425117021,12.0580927413,0.340377697509,15.9412727483,0.398612775629,protein_coding,3.0,6.0,27.9993654896,9.0,4.857949429092331,3.321928094887362
ENSG00000001461,0.1999999998359999,118.3944660669,2.61491657862,136.4198598859,3.32668115574,protein_coding,33.0,30.0,254.8143259528,63.0,7.998953249155854,6.0
ENSG00000001497,0.4285714291857143,661.512881,16.08887554,650.37094491,15.966308049200002,protein_coding,0.0,0.0,1311.88382591,0.0,10.358523545752947,0.0
ENSG00000001561,0.50000000195,395.02635731,4.9012309248,382.96923756,4.7494492727,protein_coding,185.0,183.0,777.99559487,368.0,9.605471359811125,8.527477006060396
ENSG00000001617,0.0327868853196721,0.0,0.0,0.0,0.0,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000001629,0.199999999,1.7979025714,0.5743915613,2.2020583964,0.7035107282999999,protein_coding,7.0,0.0,3.9999609678,7.0,2.321916832531128,3.0
ENSG00000001630,0.40000000016,745.78005,13.830919,586.18294,10.871099,protein_coding,0.0,0.0,1331.96299,0.0,10.3804210089114,0.0
ENSG00000001631,0.437500000075,153.883038259,2.85063655832,207.198534515,3.753245943,protein_coding,0.0,0.0,361.081572774,0.0,8.500170946141312,0.0
ENSG00000002016,0.1724137925844827,20.4889889026333,1.30604721814789,50.86154263981,2.117442829907,protein_coding,56.0,82.0,71.35053154244329,138.0,6.1769317108265325,7.118941072723508
ENSG00000002330,0.49999999928,272.814408771,26.7218414589,273.18194030899997,26.7999375199,protein_coding,1.0,0.0,545.99634908,1.0,9.095387393575452,1.0
ENSG00000002549,0.7777777777333333,3651.6208577,121.9410549284,4585.8440534,149.88945662,protein_coding,457.0,426.0,8237.4649111,883.0,13.00815982699025,9.787902559391432
ENSG00000002586,1.0,1593.1558948,91.75441823,1593.1558948,91.75441823,protein_coding,1.0,0.0,3186.3117896,1.0,11.63812443817006,1.0
ENSG00000002586,1.0,1593.1558948,91.75441823,1593.1558948,91.75441823,protein_coding,0.0,0.0,3186.3117896,0.0,11.63812443817006,0.0
ENSG00000002726,0.0106382978377659,0.0,0.0,0.0,0.0,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002745,0.0909090909090909,0.0028366286,0.000164766859,1.0937547895000002,0.0635272342789999,protein_coding,0.0,0.0,1.0965914181,0.0,1.0680457376796981,0.0
ENSG00000002746,0.0235294118282352,0.499999997,0.0143109319,0.499999997,0.0143109319,protein_coding,1.0,0.0,0.999999994,1.0,0.9999999956719149,1.0
ENSG00000002822,0.2941176468558823,386.6264971007,8.624994917799999,205.3358274987,6.4562336558,protein_coding,1.0,0.0,591.9623245994001,1.0,9.211796632083377,1.0
ENSG00000002834,0.1621621622459459,2165.6899767,31.0203540787,2100.055256189,30.36705621368,protein_coding,350.0,367.0,4265.745232888999,717.0,12.058920254535389,9.487840033823051
ENSG00000002919,0.83333333285,1235.1176376,34.01105824,948.0965415478,30.245956830780003,protein_coding,13.0,22.0,2183.2141791478,35.0,11.09289861529907,5.169925001442312
ENSG00000003056,1.0,1388.698063,37.93143805,1388.698063,37.93143805,protein_coding,0.0,0.0,2777.396126,0.0,11.44003658890371,0.0
ENSG00000003096,0.0416666665158333,1.1090445238000002,0.029159163057,0.8909554755,0.023425133477,protein_coding,0.0,0.0,1.9999999993,0.0,1.5849625003845274,0.0
ENSG00000003147,0.1340206187628866,21.5452408174,2.707367783287,21.4506044246,2.703427793877,protein_coding,0.0,0.0,42.995845242,0.0,5.45929538382415,0.0
ENSG00000003249,0.5000000004999999,176.9368739901,5.41649316626,302.0470508031,9.192204564947,protein_coding,0.0,0.0,478.9839247932,0.0,8.906842278922094,0.0
ENSG00000003393,0.129629629187037,139.8500439749,2.252184895995,106.145548011,1.987934690853,protein_coding,21.0,9.0,245.9955919859,30.0,7.948341484714926,4.954196310386875
ENSG00000003400,0.3913043479782608,86.125539242,3.36595185202,229.669939722,4.76642218482,protein_coding,3.0,2.0,315.79547896400004,5.0,8.307407936420914,2.584962500721156
ENSG00000003402,0.479999999688,1451.229464287,48.63155543449,1527.105219327,48.92518185689,protein_coding,148.0,169.0,2978.334683614,317.0,11.54077448252576,8.312882955284355
ENSG00000003436,0.0131578947473684,0.5415300992500001,0.0087333658373,0.45846988721,0.0073901133843,protein_coding,0.0,0.0,0.99999998646,0.0,0.9999999902329545,0.0
ENSG00000003509,1.0,135.1785303,3.93686724,147.9287542,4.31498553,protein_coding,41.0,52.0,283.1072845,93.0,8.150292012422542,6.554588851677638
ENSG00000003756,0.6874999998875,793.7375611581001,22.386884824219997,793.7101840641001,22.38581597939,protein_coding,251.0,273.0,1587.4477452222002,524.0,10.633401915507458,9.036173612553485
ENSG00000003987,0.012195122002439,5.438392089,0.15800432118,5.561427457,0.16157892908,protein_coding,2.0,6.0,10.999819546,8.0,3.5849408055504557,3.169925001442312
ENSG00000003989,0.0082135523889117,0.9988457088,0.0074242165444,0.99958312347,0.0074296654026,protein_coding,0.0,2.0,1.99842883227,2.0,1.5842067308328418,1.584962500721156
ENSG00000004059,0.499999999625,1189.4088800000002,77.53680320000001,1189.4088800000002,77.53680320000001,protein_coding,3.0,5.0,2378.8177600000004,8.0,11.216635384745423,3.169925001442312
ENSG00000004139,0.6666666671833333,269.32565909,4.58450106116,194.9908824,1.1709149499999998,protein_coding,27.0,17.0,464.31654149,44.0,8.862068663999503,5.491853096329675
ENSG00000004399,0.0381679390854961,14.4429290189,0.277791206717,12.5570708171,0.461856268651,protein_coding,0.0,0.0,26.999999836,0.0,4.807354913607533,0.0
ENSG00000004455,0.4137931036758621,3193.62109377908,110.0733605598,2843.22616724628,104.31895470786,protein_coding,290.0,321.0,6036.84726102536,611.0,12.559818546225715,9.257387842692651
ENSG00000004468,0.5999999995799999,2240.2315957,34.83842939,1725.1635307,23.44840335,protein_coding,258.0,225.0,3965.3951264,483.0,11.953612688528205,8.918863237274595
ENSG00000004478,0.250000000075,695.3282175666201,13.5362850115256,1175.660446685676,21.10099072438965,protein_coding,1.0,2.0,1870.988664252296,3.0,10.870355983431422,2.0
ENSG00000004487,0.7142857145428572,1582.79491,31.371260051,519.5814356999999,10.23501786,protein_coding,61.0,42.0,2102.3763457,103.0,11.03849129141196,6.700439718141092
ENSG00000004534,0.6315789469421053,155.8949604533,5.13374089409,155.9020687204,5.13564655379,protein_coding,76.0,77.0,311.7970291737,153.0,8.28908300032049,7.266786540694901
ENSG00000004660,0.0175438596532163,33.2951821655,0.574766000006,12.6989519219,0.221379462926,protein_coding,15.0,4.0,45.9941340874,19.0,5.554408782503929,4.321928094887363
ENSG00000004766,0.2048192768650602,146.1152710508,3.924459107822,86.772506471,2.975439740512,protein_coding,10.0,10.0,232.8877775218,20.0,7.869672661258062,4.392317422778761
ENSG00000004776,0.09999999967,0.22353986974,0.029333292043,0.22442210649,0.029449060693,protein_coding,0.0,0.0,0.44796197623,0.0,0.534023717459321,0.0
ENSG00000004777,0.6666666661266666,184.50953327,9.210153537,311.72083527,10.124032267,protein_coding,19.0,32.0,496.23036854,51.0,8.957770602022114,5.700439718141092
ENSG00000004779,0.16666666705,0.0,0.0,0.0,0.0,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004838,0.0967741936064516,2.3623228145,0.08658862194,2.5230896535,0.09248137253,protein_coding,0.0,0.0,4.885412468,0.0,2.5571435273598313,0.0
ENSG00000004848,0.1999999994,0.5005496742,0.0104900798,0.4994503227,0.01046512262,protein_coding,0.0,0.0,0.9999999969,0.0,0.9999999977638226,0.0
ENSG00000004864,0.7142857149,295.99698908023004,8.42228426662,295.99698908023004,8.42228426662,protein_coding,84.0,38.0,591.9939781604601,122.0,9.211873644087062,6.94251450533924
ENSG00000004866,0.7692307687384615,154.6475185979,4.808738191569001,154.6475185979,4.808738191569001,protein_coding,30.0,35.0,309.2950371958,65.0,8.277496812615368,6.044394119358453
ENSG00000004897,0.6428571428785714,47.3219618726,1.76527414886,103.8537708142,3.32677061936,protein_coding,45.0,58.0,151.17573268680002,103.0,7.249594501810714,6.700439718141092
ENSG00000004975,0.2432432428567567,18.151397926,0.584721546884,18.151397926,0.584721546884,protein_coding,89.0,73.0,36.302795852,162.0,5.221211859701751,7.348728154231077
ENSG00000005007,0.5555555551111111,807.35415843,9.9057035475,799.380275075,9.806446,protein_coding,132.0,105.0,1606.734433505,237.0,10.6508134056649,7.894817763307944
ENSG00000005020,0.4,680.304458,9.92978189,1048.4601265,15.29533871,protein_coding,2.0,1.0,1728.7645844999995,3.0,10.756359989642686,2.0
ENSG00000005022,1.0,6832.078285400001,378.97223238,6832.078285400001,378.97223238,protein_coding,0.0,0.0,13664.156570800002,0.0,13.738214369423204,0.0
ENSG00000005059,0.5714285713428572,1081.848988584,63.79633282288,1081.953392754,63.80312898748,protein_coding,0.0,1.0,2163.802381338,1.0,11.0800196160915,1.0
ENSG00000005075,0.6666666669,498.1343142,42.81894341,498.2660626,42.833654151,protein_coding,0.0,0.0,996.4003768,0.0,9.962028937802204,0.0
ENSG00000005100,0.4999999999,11.57609428,0.2953094122,50.69042082,1.2954971859,protein_coding,12.0,17.0,62.2665151,29.0,5.983370225173282,4.906890595608519
ENSG00000005102,0.0333333333783333,0.0,0.0,0.0,0.0,protein_coding,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005156,0.6666666661333333,295.205805879,5.0507577598,302.503768179,5.3070469898,protein_coding,0.0,0.0,597.709574058,0.0,9.225712530560886,0.0
ENSG00000005175,0.5454545453272727,403.786905018,11.7842973701,306.204523248,10.49465883917,protein_coding,12.0,11.0,709.991428266,23.0,9.473688356549545,4.584962500721156
ENSG00000005187,0.0892857142321428,503.270822224,15.995675907264,504.64728584090005,16.02034587613,protein_coding,55.0,42.0,1007.9181080649,97.0,9.978593363087198,6.614709844115208
ENSG00000005189,0.7777777770222222,111.11839895214,2.526733105089,130.79916795214,3.029343475089,protein_coding,0.0,0.0,241.91756690428,0.0,7.924323013916001,0.0
ENSG00000005194,0.642857143442857,500.7058648,17.57084835,540.543503753,16.6033525225,protein_coding,12.0,21.0,1041.2493685529998,33.0,10.025484782751558,5.087462841250339
ENSG00000005206,0.9166666665833332,407.5011842,15.934704706,710.9878397,26.94977955,protein_coding,3.0,0.0,1118.4890239,3.0,10.128624667928376,2.0
ENSG00000005238,0.3157894739105263,71.99357790879999,1.6639840140800002,52.30402384879999,1.27273488001,protein_coding,8.0,8.0,124.29760175759998,16.0,6.9692149909825485,4.087462841250339
ENSG00000005243,0.4999999995833333,9.9662741275,2.0779900866,6.424487,0.58326985,protein_coding,1.0,3.0,16.3907611275,4.0,4.120249170190868,2.321928094887362
ENSG00000005249,0.0161290322935483,3.6273251416,0.056819909056,1.3726748597,0.021502271937,protein_coding,0.0,0.0,5.0000000013,0.0,2.5849625010337403,0.0
ENSG00000005302,0.707317073007317,884.0283072492,21.00460730142,884.3229696518999,21.02156102188,protein_coding,0.0,0.0,1768.3512769011,0.0,10.789004785563677,0.0
ENSG00000005339,0.400000000315,530.70837004,4.2634337478,492.85411865,4.06874943034,protein_coding,7.0,4.0,1023.56248869,11.0,10.000792262543607,3.584962500721156
ENSG00000005379,0.58333333375,419.25598083,4.4743475591,351.13386043,3.8548582964,protein_coding,8.0,3.0,770.38984126,11.0,9.591316336441006,3.584962500721156
