gene_id,HaplotypingProbability,ReadCount_1,TPM_1,ReadCount_2,TPM_2,gene_type,aCount,bCount,Pan_Total,MAGE_Total,log_Pan_Total,log_MAGE_Total
ENSG00000000003,0.0588235296588235,1.4999999994,0.028948885891,1.4999999994,0.028948885891,protein_coding,0.0,0.0,2.9999999988,0.0,1.9999999995671915,0.0
ENSG00000000419,0.7499999989,759.6943111,35.6630897,759.7000787369001,35.663513027209994,protein_coding,6.0,2.0,1519.3943898369002,8.0,10.57022989152721,3.169925001442312
ENSG00000000457,0.8,209.2458222,2.423116925,264.3241552,2.557871755,protein_coding,6.0,7.0,473.5699774,13.0,8.890477024343312,3.807354922057604
ENSG00000000460,1.0,191.0411383,4.09061893,128.74966967,3.9399134992,protein_coding,296.0,206.0,319.79080797,502.0,8.325488992770515,8.974414589805527
ENSG00000000938,0.7142857143714286,1144.2285738427042,22.38580097072036,1145.571599399,22.4094257047,protein_coding,19.0,8.0,2289.800173241704,27.0,11.16163590234151,4.807354922057604
ENSG00000000971,0.0151515151143939,0.4999999982399999,0.015849653504,0.4999999982399999,0.015849653504,protein_coding,0.0,0.0,0.9999999964799998,0.0,0.9999999974608565,0.0
ENSG00000001036,1.0,2.902285,0.29603696,2.902285,0.29603696,protein_coding,38.0,73.0,5.80457,111.0,2.766503996634739,6.807354922057604
ENSG00000001084,0.375000000140625,313.9389111753,4.38662494907,227.0506098223,3.43087073717,protein_coding,25.0,28.0,540.9895209976,53.0,9.082121148086449,5.754887502163468
ENSG00000001167,1.0,427.99283,7.0568133,801.0032699999999,10.9817309,protein_coding,0.0,2.0,1228.9960999999998,2.0,10.26443802582044,1.584962500721156
ENSG00000001460,0.0689655172965517,29.8325705448,0.60613305657,35.164428364900004,0.607477158696,protein_coding,0.0,0.0,64.99699890970001,0.0,6.04432851698674,0.0
ENSG00000001461,0.3571428570142857,496.186271003,7.4804481233,374.8987300163,5.85503095009,protein_coding,0.0,0.0,871.0850010193001,0.0,9.768324949286672,0.0
ENSG00000001497,1.0,871.09083,14.05730642,871.09083,14.05730642,protein_coding,0.0,0.0,1742.18166,0.0,10.767507207725656,0.0
ENSG00000001561,0.2500000012,1200.7731597,10.205136792,1089.2200385,9.252956576,protein_coding,95.0,84.0,2289.9931982,179.0,11.161757460049461,7.491853096329675
ENSG00000001617,0.030303030380808,0.7556046062999999,0.11447734301,0.8788554053,0.11603884968,protein_coding,1.0,1.0,1.6344600116,2.0,1.3975072812470835,1.584962500721156
ENSG00000001626,0.0136986301712328,0.52700558139,0.0033432076508,0.47299442019,0.003000576816,protein_coding,1.0,0.0,1.00000000158,1.0,1.0000000011397292,1.0
ENSG00000001629,0.2000000001,1.930271405,0.40780623021,2.0696267674,0.4372476778399999,protein_coding,1.0,0.0,3.9998981724,1.0,2.321898713353467,1.0
ENSG00000001630,0.39999999964,1790.22315568029,22.77797504311,1790.22630097759,22.77839668239,protein_coding,211.0,247.0,3580.4494566578796,458.0,11.806327866767099,8.842350343413807
ENSG00000001631,0.5714285718000001,313.598352529,5.21651315655,314.834928372,5.23102433875,protein_coding,33.0,26.0,628.433280901,59.0,9.297909652048567,5.906890595608519
ENSG00000002016,0.6956521741608696,129.90959944,2.757183682,228.91775824,4.211075084,protein_coding,0.0,2.0,358.82735768,2.0,8.491161068662123,1.584962500721156
ENSG00000002330,0.50000000009,497.2933465608,31.20607882105,500.699878839,31.52261668,protein_coding,1.0,1.0,997.9932253998,2.0,9.964331084293667,1.584962500721156
ENSG00000002549,0.7777777776111111,4480.622627844,101.2324062778,4367.82791558,100.1265512954,protein_coding,17.0,26.0,8848.450543424,43.0,13.111372166650273,5.459431618637297
